Point,Output,Nominal,Pass/Fail
183,Vdd_col,700e-3,
183,BLB_Vdd,-75e-3,
183,Pass,1,
"Parameters: Vdd_col=700m, BLB_Vdd=-62.5m",,,
184,Vdd_col,700e-3,
184,BLB_Vdd,-62.5e-3,
184,Pass,1,
"Parameters: Vdd_col=700m, BLB_Vdd=-50m",,,
185,Vdd_col,700e-3,
185,BLB_Vdd,-50e-3,
185,Pass,1,
"Parameters: Vdd_col=700m, BLB_Vdd=-37.5m",,,
186,Vdd_col,700e-3,
186,BLB_Vdd,-37.5e-3,
186,Pass,1,
"Parameters: Vdd_col=700m, BLB_Vdd=-25m",,,
187,Vdd_col,700e-3,
187,BLB_Vdd,-25e-3,
187,Pass,1,
"Parameters: Vdd_col=700m, BLB_Vdd=-12.5m",,,
188,Vdd_col,700e-3,
188,BLB_Vdd,-12.5e-3,
188,Pass,1,
"Parameters: Vdd_col=700m, BLB_Vdd=79.8a",,,
189,Vdd_col,700e-3,
189,BLB_Vdd,79.8e-18,
189,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-250m",,,
190,Vdd_col,725e-3,
190,BLB_Vdd,-250e-3,
190,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-237.5m",,,
191,Vdd_col,725e-3,
191,BLB_Vdd,-237.5e-3,
191,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-225m",,,
192,Vdd_col,725e-3,
192,BLB_Vdd,-225e-3,
192,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-212.5m",,,
193,Vdd_col,725e-3,
193,BLB_Vdd,-212.5e-3,
193,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-200m",,,
194,Vdd_col,725e-3,
194,BLB_Vdd,-200e-3,
194,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-187.5m",,,
195,Vdd_col,725e-3,
195,BLB_Vdd,-187.5e-3,
195,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-175m",,,
196,Vdd_col,725e-3,
196,BLB_Vdd,-175e-3,
196,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-162.5m",,,
197,Vdd_col,725e-3,
197,BLB_Vdd,-162.5e-3,
197,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-150m",,,
198,Vdd_col,725e-3,
198,BLB_Vdd,-150e-3,
198,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-137.5m",,,
199,Vdd_col,725e-3,
199,BLB_Vdd,-137.5e-3,
199,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-125m",,,
200,Vdd_col,725e-3,
200,BLB_Vdd,-125e-3,
200,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-112.5m",,,
201,Vdd_col,725e-3,
201,BLB_Vdd,-112.5e-3,
201,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-100m",,,
202,Vdd_col,725e-3,
202,BLB_Vdd,-100e-3,
202,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-87.5m",,,
203,Vdd_col,725e-3,
203,BLB_Vdd,-87.5e-3,
203,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-75m",,,
204,Vdd_col,725e-3,
204,BLB_Vdd,-75e-3,
204,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-62.5m",,,
205,Vdd_col,725e-3,
205,BLB_Vdd,-62.5e-3,
205,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-50m",,,
206,Vdd_col,725e-3,
206,BLB_Vdd,-50e-3,
206,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-37.5m",,,
207,Vdd_col,725e-3,
207,BLB_Vdd,-37.5e-3,
207,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-25m",,,
208,Vdd_col,725e-3,
208,BLB_Vdd,-25e-3,
208,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=-12.5m",,,
209,Vdd_col,725e-3,
209,BLB_Vdd,-12.5e-3,
209,Pass,1,
"Parameters: Vdd_col=725m, BLB_Vdd=79.8a",,,
210,Vdd_col,725e-3,
210,BLB_Vdd,79.8e-18,
210,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-250m",,,
211,Vdd_col,750e-3,
211,BLB_Vdd,-250e-3,
211,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-237.5m",,,
212,Vdd_col,750e-3,
212,BLB_Vdd,-237.5e-3,
212,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-225m",,,
213,Vdd_col,750e-3,
213,BLB_Vdd,-225e-3,
213,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-212.5m",,,
214,Vdd_col,750e-3,
214,BLB_Vdd,-212.5e-3,
214,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-200m",,,
215,Vdd_col,750e-3,
215,BLB_Vdd,-200e-3,
215,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-187.5m",,,
216,Vdd_col,750e-3,
216,BLB_Vdd,-187.5e-3,
216,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-175m",,,
217,Vdd_col,750e-3,
217,BLB_Vdd,-175e-3,
217,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-162.5m",,,
218,Vdd_col,750e-3,
218,BLB_Vdd,-162.5e-3,
218,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-150m",,,
219,Vdd_col,750e-3,
219,BLB_Vdd,-150e-3,
219,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-137.5m",,,
220,Vdd_col,750e-3,
220,BLB_Vdd,-137.5e-3,
220,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-125m",,,
221,Vdd_col,750e-3,
221,BLB_Vdd,-125e-3,
221,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-112.5m",,,
222,Vdd_col,750e-3,
222,BLB_Vdd,-112.5e-3,
222,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-100m",,,
223,Vdd_col,750e-3,
223,BLB_Vdd,-100e-3,
223,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-87.5m",,,
224,Vdd_col,750e-3,
224,BLB_Vdd,-87.5e-3,
224,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-75m",,,
225,Vdd_col,750e-3,
225,BLB_Vdd,-75e-3,
225,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-62.5m",,,
226,Vdd_col,750e-3,
226,BLB_Vdd,-62.5e-3,
226,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-50m",,,
227,Vdd_col,750e-3,
227,BLB_Vdd,-50e-3,
227,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-37.5m",,,
228,Vdd_col,750e-3,
228,BLB_Vdd,-37.5e-3,
228,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-25m",,,
229,Vdd_col,750e-3,
229,BLB_Vdd,-25e-3,
229,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=-12.5m",,,
230,Vdd_col,750e-3,
230,BLB_Vdd,-12.5e-3,
230,Pass,1,
"Parameters: Vdd_col=750m, BLB_Vdd=79.8a",,,
231,Vdd_col,750e-3,
231,BLB_Vdd,79.8e-18,
231,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-250m",,,
232,Vdd_col,775e-3,
232,BLB_Vdd,-250e-3,
232,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-237.5m",,,
233,Vdd_col,775e-3,
233,BLB_Vdd,-237.5e-3,
233,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-225m",,,
234,Vdd_col,775e-3,
234,BLB_Vdd,-225e-3,
234,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-212.5m",,,
235,Vdd_col,775e-3,
235,BLB_Vdd,-212.5e-3,
235,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-200m",,,
236,Vdd_col,775e-3,
236,BLB_Vdd,-200e-3,
236,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-187.5m",,,
237,Vdd_col,775e-3,
237,BLB_Vdd,-187.5e-3,
237,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-175m",,,
238,Vdd_col,775e-3,
238,BLB_Vdd,-175e-3,
238,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-162.5m",,,
239,Vdd_col,775e-3,
239,BLB_Vdd,-162.5e-3,
239,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-150m",,,
240,Vdd_col,775e-3,
240,BLB_Vdd,-150e-3,
240,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-137.5m",,,
241,Vdd_col,775e-3,
241,BLB_Vdd,-137.5e-3,
241,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-125m",,,
242,Vdd_col,775e-3,
242,BLB_Vdd,-125e-3,
242,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-112.5m",,,
243,Vdd_col,775e-3,
243,BLB_Vdd,-112.5e-3,
243,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-100m",,,
244,Vdd_col,775e-3,
244,BLB_Vdd,-100e-3,
244,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-87.5m",,,
245,Vdd_col,775e-3,
245,BLB_Vdd,-87.5e-3,
245,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-75m",,,
246,Vdd_col,775e-3,
246,BLB_Vdd,-75e-3,
246,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-62.5m",,,
247,Vdd_col,775e-3,
247,BLB_Vdd,-62.5e-3,
247,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-50m",,,
248,Vdd_col,775e-3,
248,BLB_Vdd,-50e-3,
248,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-37.5m",,,
249,Vdd_col,775e-3,
249,BLB_Vdd,-37.5e-3,
249,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-25m",,,
250,Vdd_col,775e-3,
250,BLB_Vdd,-25e-3,
250,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=-12.5m",,,
251,Vdd_col,775e-3,
251,BLB_Vdd,-12.5e-3,
251,Pass,1,
"Parameters: Vdd_col=775m, BLB_Vdd=79.8a",,,
252,Vdd_col,775e-3,
252,BLB_Vdd,79.8e-18,
252,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-250m",,,
253,Vdd_col,800e-3,
253,BLB_Vdd,-250e-3,
253,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-237.5m",,,
254,Vdd_col,800e-3,
254,BLB_Vdd,-237.5e-3,
254,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-225m",,,
255,Vdd_col,800e-3,
255,BLB_Vdd,-225e-3,
255,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-212.5m",,,
256,Vdd_col,800e-3,
256,BLB_Vdd,-212.5e-3,
256,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-200m",,,
257,Vdd_col,800e-3,
257,BLB_Vdd,-200e-3,
257,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-187.5m",,,
258,Vdd_col,800e-3,
258,BLB_Vdd,-187.5e-3,
258,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-175m",,,
259,Vdd_col,800e-3,
259,BLB_Vdd,-175e-3,
259,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-162.5m",,,
260,Vdd_col,800e-3,
260,BLB_Vdd,-162.5e-3,
260,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-150m",,,
261,Vdd_col,800e-3,
261,BLB_Vdd,-150e-3,
261,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-137.5m",,,
262,Vdd_col,800e-3,
262,BLB_Vdd,-137.5e-3,
262,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-125m",,,
263,Vdd_col,800e-3,
263,BLB_Vdd,-125e-3,
263,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-112.5m",,,
264,Vdd_col,800e-3,
264,BLB_Vdd,-112.5e-3,
264,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-100m",,,
265,Vdd_col,800e-3,
265,BLB_Vdd,-100e-3,
265,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-87.5m",,,
266,Vdd_col,800e-3,
266,BLB_Vdd,-87.5e-3,
266,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-75m",,,
267,Vdd_col,800e-3,
267,BLB_Vdd,-75e-3,
267,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-62.5m",,,
268,Vdd_col,800e-3,
268,BLB_Vdd,-62.5e-3,
268,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-50m",,,
269,Vdd_col,800e-3,
269,BLB_Vdd,-50e-3,
269,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-37.5m",,,
270,Vdd_col,800e-3,
270,BLB_Vdd,-37.5e-3,
270,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-25m",,,
271,Vdd_col,800e-3,
271,BLB_Vdd,-25e-3,
271,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=-12.5m",,,
272,Vdd_col,800e-3,
272,BLB_Vdd,-12.5e-3,
272,Pass,1,
"Parameters: Vdd_col=800m, BLB_Vdd=79.8a",,,
273,Vdd_col,800e-3,
273,BLB_Vdd,79.8e-18,
273,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-250m",,,
274,Vdd_col,825e-3,
274,BLB_Vdd,-250e-3,
274,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-237.5m",,,
275,Vdd_col,825e-3,
275,BLB_Vdd,-237.5e-3,
275,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-225m",,,
276,Vdd_col,825e-3,
276,BLB_Vdd,-225e-3,
276,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-212.5m",,,
277,Vdd_col,825e-3,
277,BLB_Vdd,-212.5e-3,
277,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-200m",,,
278,Vdd_col,825e-3,
278,BLB_Vdd,-200e-3,
278,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-187.5m",,,
279,Vdd_col,825e-3,
279,BLB_Vdd,-187.5e-3,
279,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-175m",,,
280,Vdd_col,825e-3,
280,BLB_Vdd,-175e-3,
280,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-162.5m",,,
281,Vdd_col,825e-3,
281,BLB_Vdd,-162.5e-3,
281,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-150m",,,
282,Vdd_col,825e-3,
282,BLB_Vdd,-150e-3,
282,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-137.5m",,,
283,Vdd_col,825e-3,
283,BLB_Vdd,-137.5e-3,
283,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-125m",,,
284,Vdd_col,825e-3,
284,BLB_Vdd,-125e-3,
284,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-112.5m",,,
285,Vdd_col,825e-3,
285,BLB_Vdd,-112.5e-3,
285,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-100m",,,
286,Vdd_col,825e-3,
286,BLB_Vdd,-100e-3,
286,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-87.5m",,,
287,Vdd_col,825e-3,
287,BLB_Vdd,-87.5e-3,
287,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-75m",,,
288,Vdd_col,825e-3,
288,BLB_Vdd,-75e-3,
288,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-62.5m",,,
289,Vdd_col,825e-3,
289,BLB_Vdd,-62.5e-3,
289,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-50m",,,
290,Vdd_col,825e-3,
290,BLB_Vdd,-50e-3,
290,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-37.5m",,,
291,Vdd_col,825e-3,
291,BLB_Vdd,-37.5e-3,
291,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-25m",,,
292,Vdd_col,825e-3,
292,BLB_Vdd,-25e-3,
292,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=-12.5m",,,
293,Vdd_col,825e-3,
293,BLB_Vdd,-12.5e-3,
293,Pass,1,
"Parameters: Vdd_col=825m, BLB_Vdd=79.8a",,,
294,Vdd_col,825e-3,
294,BLB_Vdd,79.8e-18,
294,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-250m",,,
295,Vdd_col,850e-3,
295,BLB_Vdd,-250e-3,
295,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-237.5m",,,
296,Vdd_col,850e-3,
296,BLB_Vdd,-237.5e-3,
296,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-225m",,,
297,Vdd_col,850e-3,
297,BLB_Vdd,-225e-3,
297,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-212.5m",,,
298,Vdd_col,850e-3,
298,BLB_Vdd,-212.5e-3,
298,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-200m",,,
299,Vdd_col,850e-3,
299,BLB_Vdd,-200e-3,
299,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-187.5m",,,
300,Vdd_col,850e-3,
300,BLB_Vdd,-187.5e-3,
300,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-175m",,,
301,Vdd_col,850e-3,
301,BLB_Vdd,-175e-3,
301,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-162.5m",,,
302,Vdd_col,850e-3,
302,BLB_Vdd,-162.5e-3,
302,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-150m",,,
303,Vdd_col,850e-3,
303,BLB_Vdd,-150e-3,
303,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-137.5m",,,
304,Vdd_col,850e-3,
304,BLB_Vdd,-137.5e-3,
304,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-125m",,,
305,Vdd_col,850e-3,
305,BLB_Vdd,-125e-3,
305,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-112.5m",,,
306,Vdd_col,850e-3,
306,BLB_Vdd,-112.5e-3,
306,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-100m",,,
307,Vdd_col,850e-3,
307,BLB_Vdd,-100e-3,
307,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-87.5m",,,
308,Vdd_col,850e-3,
308,BLB_Vdd,-87.5e-3,
308,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-75m",,,
309,Vdd_col,850e-3,
309,BLB_Vdd,-75e-3,
309,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-62.5m",,,
310,Vdd_col,850e-3,
310,BLB_Vdd,-62.5e-3,
310,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-50m",,,
311,Vdd_col,850e-3,
311,BLB_Vdd,-50e-3,
311,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-37.5m",,,
312,Vdd_col,850e-3,
312,BLB_Vdd,-37.5e-3,
312,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-25m",,,
313,Vdd_col,850e-3,
313,BLB_Vdd,-25e-3,
313,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=-12.5m",,,
314,Vdd_col,850e-3,
314,BLB_Vdd,-12.5e-3,
314,Pass,1,
"Parameters: Vdd_col=850m, BLB_Vdd=79.8a",,,
315,Vdd_col,850e-3,
315,BLB_Vdd,79.8e-18,
315,Pass,0,
"Parameters: Vdd_col=875m, BLB_Vdd=-250m",,,
316,Vdd_col,875e-3,
316,BLB_Vdd,-250e-3,
316,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-237.5m",,,
317,Vdd_col,875e-3,
317,BLB_Vdd,-237.5e-3,
317,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-225m",,,
318,Vdd_col,875e-3,
318,BLB_Vdd,-225e-3,
318,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-212.5m",,,
319,Vdd_col,875e-3,
319,BLB_Vdd,-212.5e-3,
319,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-200m",,,
320,Vdd_col,875e-3,
320,BLB_Vdd,-200e-3,
320,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-187.5m",,,
321,Vdd_col,875e-3,
321,BLB_Vdd,-187.5e-3,
321,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-175m",,,
322,Vdd_col,875e-3,
322,BLB_Vdd,-175e-3,
322,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-162.5m",,,
323,Vdd_col,875e-3,
323,BLB_Vdd,-162.5e-3,
323,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-150m",,,
324,Vdd_col,875e-3,
324,BLB_Vdd,-150e-3,
324,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-137.5m",,,
325,Vdd_col,875e-3,
325,BLB_Vdd,-137.5e-3,
325,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-125m",,,
326,Vdd_col,875e-3,
326,BLB_Vdd,-125e-3,
326,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-112.5m",,,
327,Vdd_col,875e-3,
327,BLB_Vdd,-112.5e-3,
327,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-100m",,,
328,Vdd_col,875e-3,
328,BLB_Vdd,-100e-3,
328,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-87.5m",,,
329,Vdd_col,875e-3,
329,BLB_Vdd,-87.5e-3,
329,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-75m",,,
330,Vdd_col,875e-3,
330,BLB_Vdd,-75e-3,
330,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-62.5m",,,
331,Vdd_col,875e-3,
331,BLB_Vdd,-62.5e-3,
331,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-50m",,,
332,Vdd_col,875e-3,
332,BLB_Vdd,-50e-3,
332,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-37.5m",,,
333,Vdd_col,875e-3,
333,BLB_Vdd,-37.5e-3,
333,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-25m",,,
334,Vdd_col,875e-3,
334,BLB_Vdd,-25e-3,
334,Pass,1,
"Parameters: Vdd_col=875m, BLB_Vdd=-12.5m",,,
335,Vdd_col,875e-3,
335,BLB_Vdd,-12.5e-3,
335,Pass,0,
"Parameters: Vdd_col=875m, BLB_Vdd=79.8a",,,
336,Vdd_col,875e-3,
336,BLB_Vdd,79.8e-18,
336,Pass,0,
"Parameters: Vdd_col=900m, BLB_Vdd=-250m",,,
337,Vdd_col,900e-3,
337,BLB_Vdd,-250e-3,
337,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-237.5m",,,
338,Vdd_col,900e-3,
338,BLB_Vdd,-237.5e-3,
338,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-225m",,,
339,Vdd_col,900e-3,
339,BLB_Vdd,-225e-3,
339,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-212.5m",,,
340,Vdd_col,900e-3,
340,BLB_Vdd,-212.5e-3,
340,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-200m",,,
341,Vdd_col,900e-3,
341,BLB_Vdd,-200e-3,
341,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-187.5m",,,
342,Vdd_col,900e-3,
342,BLB_Vdd,-187.5e-3,
342,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-175m",,,
343,Vdd_col,900e-3,
343,BLB_Vdd,-175e-3,
343,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-162.5m",,,
344,Vdd_col,900e-3,
344,BLB_Vdd,-162.5e-3,
344,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-150m",,,
345,Vdd_col,900e-3,
345,BLB_Vdd,-150e-3,
345,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-137.5m",,,
346,Vdd_col,900e-3,
346,BLB_Vdd,-137.5e-3,
346,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-125m",,,
347,Vdd_col,900e-3,
347,BLB_Vdd,-125e-3,
347,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-112.5m",,,
348,Vdd_col,900e-3,
348,BLB_Vdd,-112.5e-3,
348,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-100m",,,
349,Vdd_col,900e-3,
349,BLB_Vdd,-100e-3,
349,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-87.5m",,,
350,Vdd_col,900e-3,
350,BLB_Vdd,-87.5e-3,
350,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-75m",,,
351,Vdd_col,900e-3,
351,BLB_Vdd,-75e-3,
351,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-62.5m",,,
352,Vdd_col,900e-3,
352,BLB_Vdd,-62.5e-3,
352,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-50m",,,
353,Vdd_col,900e-3,
353,BLB_Vdd,-50e-3,
353,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-37.5m",,,
354,Vdd_col,900e-3,
354,BLB_Vdd,-37.5e-3,
354,Pass,1,
"Parameters: Vdd_col=900m, BLB_Vdd=-25m",,,
355,Vdd_col,900e-3,
355,BLB_Vdd,-25e-3,
355,Pass,0,
"Parameters: Vdd_col=900m, BLB_Vdd=-12.5m",,,
356,Vdd_col,900e-3,
356,BLB_Vdd,-12.5e-3,
356,Pass,0,
"Parameters: Vdd_col=900m, BLB_Vdd=79.8a",,,
357,Vdd_col,900e-3,
357,BLB_Vdd,79.8e-18,
357,Pass,0,
"Parameters: Vdd_col=925m, BLB_Vdd=-250m",,,
358,Vdd_col,925e-3,
358,BLB_Vdd,-250e-3,
358,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-237.5m",,,
359,Vdd_col,925e-3,
359,BLB_Vdd,-237.5e-3,
359,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-225m",,,
360,Vdd_col,925e-3,
360,BLB_Vdd,-225e-3,
360,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-212.5m",,,
361,Vdd_col,925e-3,
361,BLB_Vdd,-212.5e-3,
361,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-200m",,,
362,Vdd_col,925e-3,
362,BLB_Vdd,-200e-3,
362,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-187.5m",,,
363,Vdd_col,925e-3,
363,BLB_Vdd,-187.5e-3,
363,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-175m",,,
364,Vdd_col,925e-3,
364,BLB_Vdd,-175e-3,
364,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-162.5m",,,
365,Vdd_col,925e-3,
365,BLB_Vdd,-162.5e-3,
365,Pass,1,
"Parameters: Vdd_col=925m, BLB_Vdd=-150m",,,
366,Vdd_col,925e-3,
366,BLB_Vdd,-150e-3,
366,Pass,1,
